Taxon	Scaffold	IsPartial	Gene1	Gene2	Sep	Code	Strand1	Strand2	Type1	Type2	MOGScore	COGSim	ExprSim	GOScore
511145	7023	0	15196	15197	12	Same	+	+	1	1	0.18605	Y	0.937	
511145	7023	0	15197	15198	25	Same	+	+	1	1	0.11628	Y	0.951	
511145	7023	0	15198	15199	20	Same	+	+	1	1	0.47619	Y	0.893	0.004
511145	7023	0	15199	15200	172	Same	+	+	1	1	0.42	Y	0.906	0.001
511145	7023	0	15200	15201	53	Same	+	+	1	1	0.26829	Y	0.907	0.005
511145	7023	0	15201	15202	12	Same	+	+	1	1	0.07317	Y	0.908	0.006
511145	7023	0	15202	15203	0	Same	+	+	1	1	0.03571	Y	0.884	0.006
511145	7023	0	15203	15204	66	Same	+	+	1	1	0.70455	Y	0.710	0.002
511145	7023	0	15204	15205	12	Same	+	+	1	1	0.14205	Y	0.891	0.001
511145	7023	0	15205	15206	196	Convergent	+	-	1	1	0.00787	N	-0.098	1.000
511145	7023	0	15206	15207	135	Divergent	-	+	1	1	0.00525		0.080	
511145	7023	0	15207	15208	118	Same	+	+	1	1	0.00474		0.132	
511145	7023	0	15208	15209	112	Convergent	+	-	1	1	0.07066	N	-0.187	
511145	7023	0	15209	1936407	-6	Divergent	-	+	1	6	0		-0.073	
511145	7023	0	1936407	15210	37	Same	+	+	6	1	0		0.930	
511145	7023	0	15210	15211	52	Same	+	+	1	1	0.59856		0.876	
511145	7023	0	15211	15212	81	Same	+	+	1	1	0.41786	N	0.639	1.000
511145	7023	0	15212	15213	68	Same	+	+	1	1	0.38039	Y	0.836	0.004
511145	7023	0	15213	15214	16	Same	+	+	1	1	0.1824	Y	0.806	0.004
511145	7023	0	15214	15215	13	Same	+	+	1	1	0.4324	Y	0.773	0.004
511145	7023	0	15215	15216	211	Same	+	+	1	1	0.32063	Y	0.818	0.004
511145	7023	0	15216	15217	88	Same	+	+	1	1	0.3456	Y	0.692	1.000
511145	7023	0	15217	15218	120	Same	+	+	1	1	0.18664	N	0.358	1.000
511145	7023	0	15218	15219	3	Same	+	+	1	1	0.20419		0.592	1.000
511145	7023	0	15219	15220	-10	Same	+	+	1	1	0.20857		0.622	0.001
511145	7023	0	15220	15221	-3	Same	+	+	1	1	0.21082	N	0.631	1.000
511145	7023	0	15221	15222	11	Same	+	+	1	1	0.10964	Y	0.194	
511145	7023	0	15222	15223	295	Same	+	+	1	1	0.00396	N	0.161	
511145	7023	0	15223	15224	60	Convergent	+	-	1	1	0.09302	N	0.078	1.000
511145	7023	0	15224	15225	334	Divergent	-	+	1	1	0	N	-0.078	1.000
511145	7023	0	15225	15226	3	Same	+	+	1	1	0.05136		0.848	
511145	7023	0	15226	15227	14	Same	+	+	1	1	0.51587		0.693	
511145	7023	0	15227	15228	-19	Same	+	+	1	1	0.30952		0.252	
511145	7023	0	15228	15229	11	Same	+	+	1	1	0.06897	N	0.358	1.000
511145	7023	0	15229	15230	23	Same	+	+	1	1	0.09091		0.672	
511145	7023	0	15230	15231	400	Same	+	+	1	1	0.05714		-0.100	
511145	7023	0	15231	15232	210	Same	+	+	1	1	0.07143		0.391	1.000
511145	7023	0	15232	15233	62	Convergent	+	-	1	1	0.05263		0.322	1.000
511145	7023	0	15233	15234	241	Divergent	-	+	1	1	0.16667		0.388	
511145	7023	0	15234	15235	82	Convergent	+	-	1	1	0.35		0.084	
511145	7023	0	15235	15236	144	Same	-	-	1	1	0.00634		0.073	1.000
511145	7023	0	15236	15237	128	Same	-	-	1	1	0.00317		-0.072	1.000
511145	7023	0	15237	15238	262	Divergent	-	+	1	1	0.02299		-0.157	1.000
511145	7023	0	15238	15239	-7	Same	+	+	1	1	0.175	N	0.621	0.075
511145	7023	0	15239	15240	0	Same	+	+	1	1	0.125	N	0.362	0.075
511145	7023	0	15240	15241	29	Same	+	+	1	1	0.22535	N	0.444	1.000
511145	7023	0	15241	15242	16	Same	+	+	1	1	0.1194	Y	0.591	1.000
511145	7023	0	15242	15243	120	Convergent	+	-	1	1	0		0.173	1.000
511145	7023	0	15243	15244	-3	Same	-	-	1	1	0		0.424	
511145	7023	0	15244	15245	58	Same	-	-	1	1	0		0.047	
511145	7023	0	15245	15246	-3	Same	-	-	1	1	0	Y	0.589	0.064
511145	7023	0	15246	15247	-3	Same	-	-	1	1	0.2862	Y	0.798	0.064
511145	7023	0	15247	15248	14	Same	-	-	1	1	0.78899	Y	0.834	1.000
511145	7023	0	15248	15249	250	Divergent	-	+	1	1	0.01266	Y	-0.464	1.000
511145	7023	0	15249	15250	49	Convergent	+	-	1	1	0.07595		0.113	
511145	7023	0	15250	15251	76	Same	-	-	1	1	0.40816		0.317	
511145	7023	0	15251	15252	0	Same	-	-	1	1	0.94	Y	0.535	1.000
511145	7023	0	15252	15253	169	Same	-	-	1	1	0.0111	N	-0.104	1.000
511145	7023	0	15253	15254	4	Same	-	-	1	1	0.09343		0.707	
511145	7023	0	15254	15255	36	Same	-	-	1	1	0.1796		0.847	
511145	7023	0	15255	15256	54	Same	-	-	1	1	0.1583	N	0.497	1.000
511145	7023	0	15256	15257	10	Same	-	-	1	1	0.18217	N	0.486	1.000
511145	7023	0	15257	15258	172	Divergent	-	+	1	1	0.07513	N	0.220	1.000
511145	7023	0	15258	15259	494	Convergent	+	-	1	1	0		0.027	
511145	7023	0	15259	15260	1	Same	-	-	1	1	1		0.485	
511145	7023	0	15260	15261	458	Divergent	-	+	1	1	0		0.395	
511145	7023	0	15261	15262	91	Convergent	+	-	1	1	0		0.324	1.000
511145	7023	0	15262	15263	-19	Same	-	-	1	1	0.4		0.860	0.010
511145	7023	0	15263	15265	465	Divergent	-	+	1	1	0		0.148	
511145	7023	0	15265	15266	-62	Convergent	+	-	1	1	0		0.107	
511145	7023	0	15266	15267	175	Same	-	-	1	1	0		0.162	
511145	7023	0	15267	15268	91	Divergent	-	+	1	1	0.08		0.277	
511145	7023	0	15268	15269	44	Same	+	+	1	1	0		0.846	
511145	7023	0	15269	15270	-3	Same	+	+	1	1	0		0.861	
511145	7023	0	15270	7497344	10	Same	+	+	1	7	0			
511145	7023	0	7497344	7497345	1	Same	+	+	7	7	0			
511145	7023	0	7497345	15272	12	Same	+	+	7	1	0			
511145	7023	0	15272	15273	0	Same	+	+	1	7	0		0.506	
511145	7023	0	15273	15274	1	Same	+	+	7	7	0		0.648	
511145	7023	0	15274	15275	-9	Same	+	+	7	1	0		0.665	
511145	7023	0	15275	15276	4	Same	+	+	1	1	0		0.509	
511145	7023	0	15276	15277	2	Same	+	+	1	1	0		0.285	
511145	7023	0	15277	15278	-28	Convergent	+	-	1	1	0		0.376	
511145	7023	0	15278	5752726	0	Same	-	-	1	7	0		0.367	
511145	7023	0	5752726	15280	66	Divergent	-	+	7	1	0		0.350	
511145	7023	0	15280	15281	107	Same	+	+	1	1	0		0.159	1.000
511145	7023	0	15281	1936422	234	Same	+	+	1	7	0		0.314	
511145	7023	0	1936422	15282	103	Convergent	+	-	7	1	0		0.061	
511145	7023	0	15282	15283	700	Same	-	-	1	1	0		0.135	
511145	7023	0	15283	15284	221	Same	-	-	1	1	0		0.279	
511145	7023	0	15284	15285	205	Same	-	-	1	1	0.33333	N	0.550	1.000
511145	7023	0	15285	15286	314	Divergent	-	+	1	1	0		0.213	
511145	7023	0	15286	15287	43	Same	+	+	1	1	0		0.851	
511145	7023	0	15287	15288	29	Same	+	+	1	1	0		0.800	
511145	7023	0	15288	15289	113	Same	+	+	1	1	0		0.786	
511145	7023	0	15289	15290	332	Same	+	+	1	1	0		0.330	
511145	7023	0	15290	1936424	132	Same	+	+	1	1	0		0.613	
511145	7023	0	1936424	1936425	400	Same	+	+	1	7	0		0.464	
511145	7023	0	1936425	15293	57	Convergent	+	-	7	1	0		0.463	
511145	7023	0	15293	15294	10	Same	-	-	1	1	0		0.707	
511145	7023	0	15294	3446170	2	Same	-	-	1	1	0		0.702	
511145	7023	0	3446170	3446171	101	Divergent	-	+	1	1	0		0.213	
511145	7023	0	3446171	1936428	115	Same	+	+	1	7	0		0.590	
511145	7023	0	1936428	15296	372	Convergent	+	-	7	1	0		-0.425	
511145	7023	0	15296	15297	4	Same	-	-	1	1	0.61809	Y	0.721	
511145	7023	0	15297	15298	24	Same	-	-	1	1	0.46581	Y	0.779	1.000
511145	7023	0	15298	15299	520	Divergent	-	+	1	1	0		0.121	
511145	7023	0	15299	15300	103	Convergent	+	-	1	1	0		0.362	
511145	7023	0	15300	15301	209	Divergent	-	+	1	1	0		0.263	
511145	7023	0	15301	15302	72	Same	+	+	1	1	0.05612		0.508	
511145	7023	0	15302	15303	77	Same	+	+	1	1	0.08812		0.378	
511145	7023	0	15303	15304	207	Convergent	+	-	1	1	0		0.335	
511145	7023	0	15304	15305	373	Divergent	-	+	1	1	0		0.212	1.000
511145	7023	0	15305	15306	0	Same	+	+	1	1	0	N	0.751	1.000
511145	7023	0	15306	15307	46	Convergent	+	-	1	1	0	N	0.201	1.000
511145	7023	0	15307	15308	146	Same	-	-	1	1	0.72289	N	0.433	1.000
511145	7023	0	15308	15309	221	Divergent	-	+	1	1	0.13333	N	0.384	1.000
511145	7023	0	15309	15310	52	Convergent	+	-	1	1	0.09286		-0.152	
511145	7023	0	15310	15311	330	Divergent	-	+	1	1	0		0.479	
511145	7023	0	15311	15312	10	Same	+	+	1	1	0.16832	N	0.876	1.000
511145	7023	0	15312	15313	386	Convergent	+	-	1	1	0.27586	N	-0.087	1.000
511145	7023	0	15313	15314	95	Same	-	-	1	1	0.10345	N	0.150	
511145	7023	0	15314	15315	100	Divergent	-	+	1	1	0.15517	N	0.355	
511145	7023	0	15315	15316	2	Convergent	+	-	1	1	0.21053	Y	0.392	
511145	7023	0	15316	15317	201	Divergent	-	+	1	1	0.05263		0.026	
511145	7023	0	15317	15318	178	Same	+	+	1	1	0		0.509	
511145	7023	0	15318	15319	79	Convergent	+	-	1	1	0		0.174	
511145	7023	0	15319	15320	320	Same	-	-	1	1	0		0.081	1.000
511145	7023	0	15320	15321	11	Same	-	-	1	1	0.11765		0.823	1.000
511145	7023	0	15321	15322	11	Same	-	-	1	1	0.22632	Y	0.721	0.001
511145	7023	0	15322	15323	228	Divergent	-	+	1	1	0	N	-0.027	1.000
511145	7023	0	15323	15324	100	Convergent	+	-	1	1	0	N	0.149	1.000
511145	7023	0	15324	15325	769	Same	-	-	1	1	0	N	-0.067	1.000
511145	7023	0	15325	15326	117	Same	-	-	1	1	0.18373	Y	0.500	1.000
511145	7023	0	15326	15327	278	Divergent	-	+	1	1	0		-0.330	
511145	7023	0	15327	15328	55	Convergent	+	-	1	1	0.02013		0.230	
511145	7023	0	15328	15329	125	Same	-	-	1	1	0.02685	N	-0.045	1.000
511145	7023	0	15329	15330	151	Same	-	-	1	1	0.05263	N	0.594	1.000
511145	7023	0	15330	15331	0	Same	-	-	1	1	0.15655	N	0.587	1.000
511145	7023	0	15331	15332	214	Divergent	-	+	1	1	0.04085	N	0.228	1.000
511145	7023	0	15332	15333	42	Same	+	+	1	1	0.1714	N	0.725	0.048
511145	7023	0	15333	15334	0	Same	+	+	1	1	0.22917	Y	0.783	0.048
511145	7023	0	15334	15335	-3	Same	+	+	1	1	0.10914		0.428	
511145	7023	0	15335	15336	4	Same	+	+	1	1	0.19481		0.476	
511145	7023	0	15336	15337	36	Same	+	+	1	1	0.08913		0.536	1.000
511145	7023	0	15337	1936439	149	Convergent	+	-	1	1	0			
511145	7023	0	1936439	1936440	48	Divergent	-	+	1	6	0			
511145	7023	0	1936440	1936441	314	Convergent	+	-	6	1	0			
511145	7023	0	1936441	1936442	48	Divergent	-	+	1	6	0			
511145	7023	0	1936442	1936443	315	Convergent	+	-	6	1	0			
511145	7023	0	1936443	1936444	48	Divergent	-	+	1	6	0			
511145	7023	0	1936444	15338	289	Convergent	+	-	6	1	0			
511145	7023	0	15338	15339	270	Divergent	-	+	1	1	0		-0.185	
511145	7023	0	15339	15340	158	Same	+	+	1	1	0.13953		0.618	
511145	7023	0	15340	15341	44	Convergent	+	-	1	1	0.02151	Y	0.227	
511145	7023	0	15341	15342	185	Divergent	-	+	1	1	0.02151		-0.147	
511145	7023	0	15342	15343	1	Convergent	+	-	1	1	0.09677		-0.120	
511145	7023	0	15343	15344	-7	Same	-	-	1	1	0.52083	Y	0.458	0.015
511145	7023	0	15344	15345	339	Divergent	-	+	1	1	0	N	0.274	0.092
511145	7023	0	15345	15346	516	Same	+	+	1	1	0	N	0.831	1.000
511145	7023	0	15346	15347	-3	Same	+	+	1	1	0.47059	Y	0.767	0.001
511145	7023	0	15347	15348	-3	Same	+	+	1	1	0.58824	Y	0.754	0.005
511145	7023	0	15348	15349	0	Same	+	+	1	1	0.5	Y	0.544	0.005
511145	7023	0	15349	1936445	540	Convergent	+	-	1	6	0		-0.337	
511145	7023	0	1936445	15351	-110	Same	-	-	6	1	0			
511145	7023	0	15351	1936446	68	Same	-	-	1	5	0			
511145	7023	0	1936446	1936447	210	Same	-	-	5	5	0			
511145	7023	0	1936447	15352	160	Same	-	-	5	1	0			
511145	7023	0	15352	15353	50	Same	-	-	1	1	0.2		0.672	
511145	7023	0	15353	15354	113	Divergent	-	+	1	1	0.04365		0.273	
511145	7023	0	15354	15355	92	Same	+	+	1	1	0.04762		0.493	1.000
511145	7023	0	15355	15356	202	Same	+	+	1	1	0.23529	N	0.129	1.000
511145	7023	0	15356	15357	144	Convergent	+	-	1	1	0.15686		0.465	1.000
511145	7023	0	15357	15358	605	Divergent	-	+	1	1	0		0.279	1.000
511145	7023	0	15358	1936448	282	Convergent	+	-	1	7	0		-0.020	
511145	7023	0	1936448	15361	124	Same	-	-	7	1	0		0.011	
511145	7023	0	15361	15362	477	Divergent	-	+	1	1	0	N	0.116	
511145	7023	0	15362	15363	738	Same	+	+	1	1	0	N	0.116	
511145	7023	0	15363	15364	86	Same	+	+	1	1	0.15068	Y	0.669	0.063
511145	7023	0	15364	15365	15	Same	+	+	1	1	0.86986	Y	0.766	0.063
511145	7023	0	15365	1936449	12	Same	+	+	1	1	0.55396	Y	0.683	1.000
511145	7023	0	1936449	15367	-3	Same	+	+	1	1	0.41975	Y	0.612	0.002
511145	7023	0	15367	15368	53	Convergent	+	-	1	1	0.20635		0.099	
511145	7023	0	15368	15369	35	Same	-	-	1	1	0.23077		0.433	
511145	7023	0	15369	3446172	143	Divergent	-	+	1	1	0.10989		0.416	
511145	7023	0	3446172	15370	55	Convergent	+	-	1	1	0		0.095	
511145	7023	0	15370	15371	300	Same	-	-	1	1	0		0.206	
511145	7023	0	15371	15372	224	Divergent	-	+	1	1	0.0381		0.184	
511145	7023	0	15372	15373	40	Convergent	+	-	1	1	0.17	N	0.278	
511145	7023	0	15373	15374	105	Same	-	-	1	1	0.16667	N	0.422	
511145	7023	0	15374	15375	30	Same	-	-	1	1	0.06122		0.530	
511145	7023	0	15375	15376	357	Divergent	-	+	1	1	0		-0.061	
511145	7023	0	15376	15377	60	Convergent	+	-	1	1	0		0.208	1.000
511145	7023	0	15377	15378	46	Same	-	-	1	1	0.11538		0.631	0.002
511145	7023	0	15378	15379	86	Same	-	-	1	1	0		0.823	
511145	7023	0	15379	15380	381	Same	-	-	1	1	0		0.234	
511145	7023	0	15380	15381	0	Same	-	-	1	1	0.94737	Y	0.938	0.001
511145	7023	0	15381	15382	12	Same	-	-	1	1	0.22108	Y	0.913	0.001
511145	7023	0	15382	15383	4	Same	-	-	1	1	0.29312	Y	0.904	1.000
511145	7023	0	15383	15384	0	Same	-	-	1	1	0.00952	Y	0.889	0.001
511145	7023	0	15384	15385	92	Same	-	-	1	1	0.02344		0.407	
511145	7023	0	15385	15386	138	Divergent	-	+	1	1	0.00719		0.025	
511145	7023	0	15386	15387	-3	Same	+	+	1	1	0.28067		0.382	
511145	7023	0	15387	15388	28	Same	+	+	1	1	0		0.249	
511145	7023	0	15388	15389	211	Same	+	+	1	1	0		-0.139	
511145	7023	0	15389	15390	40	Convergent	+	-	1	1	0.03791	N	0.285	1.000
511145	7023	0	15390	15391	-3	Same	-	-	1	1	0.04976	N	0.489	1.000
511145	7023	0	15391	15392	220	Divergent	-	+	1	1	0.06013	N	0.342	1.000
511145	7023	0	15392	15393	36	Convergent	+	-	1	1	0.15		0.215	
511145	7023	0	15393	15394	380	Divergent	-	+	1	1	0		0.065	
511145	7023	0	15394	15395	210	Same	+	+	1	1	0.00775	N	0.306	1.000
511145	7023	0	15395	1936456	331	Same	+	+	1	1	0			
511145	7023	0	1936456	1936457	3	Same	+	+	1	1	0.55556			
511145	7023	0	1936457	15396	373	Same	+	+	1	1	0		-0.118	
511145	7023	0	15396	15397	64	Convergent	+	-	1	1	0.02714	N	-0.202	1.000
511145	7023	0	15397	15398	170	Divergent	-	+	1	1	0.12987	N	0.045	1.000
511145	7023	0	15398	15399	149	Same	+	+	1	1	0.14286		0.187	
511145	7023	0	15399	15400	7	Same	+	+	1	1	0.57595		0.444	
511145	7023	0	15400	15401	194	Same	+	+	1	1	0.12538	N	0.219	1.000
511145	7023	0	15401	15402	0	Same	+	+	1	1	0.04532	N	0.595	1.000
511145	7023	0	15402	15403	126	Convergent	+	-	1	1	0.03779		-0.153	
511145	7023	0	15403	15404	269	Same	-	-	1	1	0		-0.206	
511145	7023	0	15404	3446173	90	Same	-	-	1	1	0.14583		0.672	
511145	7023	0	3446173	15405	148	Same	-	-	1	1	0.08333		-0.093	
511145	7023	0	15405	7497346	54	Divergent	-	+	1	1	0			
511145	7023	0	7497346	15406	78	Convergent	+	-	1	1	0			
511145	7023	0	15406	15407	68	Same	-	-	1	1	0.10526		0.499	
511145	7023	0	15407	15408	144	Same	-	-	1	1	0.05674		0.112	
511145	7023	0	15408	15409	368	Same	-	-	1	1	0		0.012	1.000
511145	7023	0	15409	15410	68	Same	-	-	1	1	0		0.249	1.000
511145	7023	0	15410	15411	2	Same	-	-	1	1	0.68421	Y	0.698	0.015
511145	7023	0	15411	15412	0	Same	-	-	1	1	0.66667	Y	0.418	1.000
511145	7023	0	15412	15413	-13	Same	-	-	1	1	0.28395	Y	0.475	0.062
511145	7023	0	15413	15414	-3	Same	-	-	1	1	0.26437	N	0.366	0.062
511145	7023	0	15414	15415	313	Same	-	-	1	1	0		0.242	
511145	7023	0	15415	15416	134	Same	-	-	1	1	0		0.079	
511145	7023	0	15416	15417	303	Same	-	-	1	1	0	Y	0.628	1.000
511145	7023	0	15417	15418	212	Divergent	-	+	1	1	0.22222		0.837	1.000
511145	7023	0	15418	15419	27	Same	+	+	1	1	0.04571		0.795	1.000
511145	7023	0	15419	15420	275	Same	+	+	1	1	0.04	N	0.565	1.000
511145	7023	0	15420	15421	2	Same	+	+	1	1	0.5	N	0.750	0.035
511145	7023	0	15421	15422	38	Same	+	+	1	1	0.1	Y	0.754	1.000
511145	7023	0	15422	15423	120	Convergent	+	-	1	1	0	N	0.426	1.000
511145	7023	0	15423	15424	167	Divergent	-	+	1	1	0.35514	Y	0.215	
511145	7023	0	15424	15425	54	Same	+	+	1	1	0.73913		0.871	
511145	7023	0	15425	15426	0	Same	+	+	1	1	0.91304		0.907	
511145	7023	0	15426	15427	9	Same	+	+	1	1	0.16667		0.881	
511145	7023	0	15427	15428	75	Same	+	+	1	1	0.13333		0.620	
511145	7023	0	15428	15429	213	Same	+	+	1	1	0	N	0.120	1.000
511145	7023	0	15429	15430	14	Same	+	+	1	1	0.36	Y	0.528	1.000
511145	7023	0	15430	15431	21	Same	+	+	1	1	0.62	Y	0.545	0.062
511145	7023	0	15431	15432	-13	Same	+	+	1	1	0.80488	Y	0.597	0.062
511145	7023	0	15432	15433	31	Same	+	+	1	1	0.20455	N	0.526	1.000
511145	7023	0	15433	15434	19	Same	+	+	1	1	0.26136	N	0.383	
511145	7023	0	15434	15435	10	Same	+	+	1	1	0.34694		0.562	
511145	7023	0	15435	15436	-3	Same	+	+	1	1	0		0.477	1.000
511145	7023	0	15436	15437	-3	Same	+	+	1	1	0		0.533	1.000
511145	7023	0	15437	1936466	14	Same	+	+	1	7	0		0.493	
511145	7023	0	1936466	15439	45	Same	+	+	7	1	0		0.720	
511145	7023	0	15439	15440	111	Convergent	+	-	1	1	0.14286		0.387	1.000
511145	7023	0	15440	15441	156	Divergent	-	+	1	1	0.03268		0.089	
511145	7023	0	15441	15442	-3	Same	+	+	1	1	0.79085		0.577	
511145	7023	0	15442	15443	148	Same	+	+	1	1	0.13725		0.245	
511145	7023	0	15443	15444	44	Convergent	+	-	1	1	0.03341	N	0.077	1.000
511145	7023	0	15444	15445	119	Divergent	-	+	1	1	0.02673	N	-0.044	1.000
511145	7023	0	15445	15446	-25	Convergent	+	-	1	1	0.35294	N	0.329	1.000
511145	7023	0	15446	1936468	127	Same	-	-	1	7	0		0.600	
511145	7023	0	1936468	7497347	6	Same	-	-	7	7	0			
511145	7023	0	7497347	15447	0	Same	-	-	7	1	0			
511145	7023	0	15447	15448	138	Divergent	-	+	1	1	0.33333		0.381	1.000
511145	7023	0	15448	15449	337	Same	+	+	1	1	0	N	0.353	1.000
511145	7023	0	15449	15450	51	Convergent	+	-	1	1	0.03279	N	0.174	
511145	7023	0	15450	15451	154	Divergent	-	+	1	1	0	N	-0.064	
511145	7023	0	15451	15452	273	Same	+	+	1	1	0		0.081	
511145	7023	0	15452	15453	50	Convergent	+	-	1	1	0.02885		0.575	
511145	7023	0	15453	15454	152	Same	-	-	1	1	0.61905	Y	0.521	1.000
511145	7023	0	15454	15455	195	Same	-	-	1	1	0	N	0.572	1.000
511145	7023	0	15455	15456	11	Same	-	-	1	1	0	N	0.383	
511145	7023	0	15456	15457	37	Same	-	-	1	1	0.08		0.594	
511145	7023	0	15457	15458	0	Same	-	-	1	1	0.12766		0.589	0.004
511145	7023	0	15458	15459	176	Divergent	-	+	1	1	0.08511		0.470	1.000
511145	7023	0	15459	1936472	3	Convergent	+	-	1	6	0		0.836	
511145	7023	0	1936472	15460	170	Divergent	-	+	6	1	0		0.732	
511145	7023	0	15460	15461	21	Convergent	+	-	1	1	0.0303		0.452	
511145	7023	0	15461	15462	255	Divergent	-	+	1	1	0	N	0.555	1.000
511145	7023	0	15462	10279117	96	Same	+	+	1	6	0			
511145	7023	0	10279117	15463	261	Same	+	+	6	1	0			
511145	7023	0	15463	15464	129	Convergent	+	-	1	1	0.01471	N	0.391	
511145	7023	0	15464	15465	52	Same	-	-	1	1	0.01225	N	0.262	
511145	7023	0	15465	15466	2	Same	-	-	1	1	0.4		0.478	
511145	7023	0	15466	15467	79	Same	-	-	1	1	0		0.315	
511145	7023	0	15467	15468	-7	Same	-	-	1	1	0		0.379	
511145	7023	0	15468	15469	57	Same	-	-	1	1	0		0.279	
511145	7023	0	15469	15470	-7	Same	-	-	1	1	0		0.460	
511145	7023	0	15470	15471	102	Same	-	-	1	1	0		0.413	
511145	7023	0	15471	1936475	75	Same	-	-	1	1	0.28571		0.589	
511145	7023	0	1936475	15473	0	Same	-	-	1	1	0		0.679	
511145	7023	0	15473	15474	442	Divergent	-	+	1	1	0		0.199	
511145	7023	0	15474	15476	-3	Convergent	+	-	1	1	0		0.664	
511145	7023	0	15476	15477	11	Same	-	-	1	1	0		0.733	
511145	7023	0	15477	15478	309	Same	-	-	1	1	0		0.317	
511145	7023	0	15478	15479	124	Divergent	-	+	1	1	0.22222		0.163	0.065
511145	7023	0	15479	15480	23	Same	+	+	1	1	0		0.403	
511145	7023	0	15480	15481	13	Same	+	+	1	1	0		0.482	
511145	7023	0	15481	15482	7	Same	+	+	1	1	0		0.310	
511145	7023	0	15482	15483	-28	Same	+	+	1	7	0		0.371	
511145	7023	0	15483	15484	1	Same	+	+	7	7	0		0.491	
511145	7023	0	15484	1936482	-244	Same	+	+	7	1	0			
511145	7023	0	1936482	15485	197	Same	+	+	1	1	0			1.000
511145	7023	0	15485	15487	138	Same	+	+	1	1	0		0.262	1.000
511145	7023	0	15487	15488	-10	Same	+	+	1	7	0		0.606	
511145	7023	0	15488	15490	372	Same	+	+	7	7	0		0.433	
511145	7023	0	15490	1936483	3	Same	+	+	7	7	0		0.666	
511145	7023	0	1936483	15492	148	Convergent	+	-	7	1	0		0.294	
511145	7023	0	15492	15494	323	Divergent	-	+	1	1	0		0.064	1.000
511145	7023	0	15494	15495	0	Same	+	+	1	1	0		0.620	
511145	7023	0	15495	15496	98	Convergent	+	-	1	1	0		0.620	
511145	7023	0	15496	15497	317	Same	-	-	1	1	0		0.568	
511145	7023	0	15497	3446175	701	Same	-	-	1	7	0			
511145	7023	0	3446175	15498	177	Same	-	-	7	1	0		0.280	
511145	7023	0	15498	15499	141	Same	-	-	1	1	0	N	0.262	1.000
511145	7023	0	15499	1936487	228	Divergent	-	+	1	6	0		0.539	
511145	7023	0	1936487	15500	31	Convergent	+	-	6	1	0		-0.126	
511145	7023	0	15500	1936488	274	Divergent	-	+	1	1	0		0.021	
511145	7023	0	1936488	15501	-3	Convergent	+	-	1	1	0		-0.034	
511145	7023	0	15501	15502	111	Same	-	-	1	1	0	N	0.592	
511145	7023	0	15502	15503	208	Divergent	-	+	1	1	0		-0.009	
511145	7023	0	15503	15504	-3	Same	+	+	1	1	0		0.159	
511145	7023	0	15504	15505	8	Same	+	+	1	1	0.72642		0.453	
511145	7023	0	15505	15506	172	Convergent	+	-	1	1	0		0.033	
511145	7023	0	15506	15507	236	Divergent	-	+	1	1	0	N	0.559	1.000
511145	7023	0	15507	15508	58	Convergent	+	-	1	1	0	N	0.543	1.000
511145	7023	0	15508	15509	248	Same	-	-	1	1	0	N	0.326	1.000
511145	7023	0	15509	15510	285	Divergent	-	+	1	1	0.01744		0.403	0.035
511145	7023	0	15510	15511	12	Same	+	+	1	1	0.91954		0.409	
511145	7023	0	15511	15512	9	Same	+	+	1	1	0.94253		0.659	
511145	7023	0	15512	15513	15	Same	+	+	1	1	0.91908		0.598	
511145	7023	0	15513	15514	8	Same	+	+	1	1	0.57143		0.328	
511145	7023	0	15514	15515	-3	Same	+	+	1	1	0.09346	N	0.473	1.000
511145	7023	0	15515	15516	0	Same	+	+	1	1	0.21519	Y	0.465	0.001
511145	7023	0	15516	15517	2	Same	+	+	1	1	0.05063	Y	0.083	1.000
511145	7023	0	15517	15518	-10	Same	+	+	1	1	0.01327	N	0.216	
511145	7023	0	15518	15519	0	Same	+	+	1	1	0.05752	N	0.438	
511145	7023	0	15519	15520	27	Same	+	+	1	1	0.29268	N	0.518	1.000
511145	7023	0	15520	15521	101	Same	+	+	1	1	0.13235	N	0.220	
511145	7023	0	15521	15522	-18	Same	+	+	1	1	0.11765		0.405	
511145	7023	0	15522	7497348	104	Convergent	+	-	1	1	0			
511145	7023	0	7497348	1936492	162	Divergent	-	+	1	7	0			
511145	7023	0	1936492	15524	17	Convergent	+	-	7	1	0			
511145	7023	0	15524	15525	-42	Same	-	-	1	1	0	Y	0.809	0.064
511145	7023	0	15525	15526	209	Divergent	-	+	1	1	0	Y	0.341	0.011
511145	7023	0	15526	15528	3712	Same	+	+	1	1	0	N	0.041	1.000
511145	7023	0	15528	15529	63	Same	+	+	1	1	0		0.123	
511145	7023	0	15529	15530	171	Same	+	+	1	1	0		0.301	
511145	7023	0	15530	15531	0	Same	+	+	1	1	0.17857		0.478	0.003
511145	7023	0	15531	15532	16	Same	+	+	1	1	0		0.375	
511145	7023	0	15532	15533	14	Same	+	+	1	1	0.28462	Y	0.469	
511145	7023	0	15533	15534	54	Convergent	+	-	1	1	0	Y	-0.013	1.000
511145	7023	0	15534	15535	201	Divergent	-	+	1	1	0	N	0.004	1.000
511145	7023	0	15535	15536	272	Same	+	+	1	1	0		0.042	
511145	7023	0	15536	15537	197	Same	+	+	1	1	0.0396		0.182	
511145	7023	0	15537	1936496	42	Convergent	+	-	1	7	0		-0.122	
